id,text,missing_auth,missing_authz,missing_encryption,missing_validation,missing_audit,missing_ratelimit,category,is_augmented
147_aug_439,It is required to Critical system 12 handling sensitive PII and payments. (Variation 2),1,1,1,1,1,1,integration,1
147_aug_440,The system shall Critical system 12 handling sensitive PII and payments. (Variation 3),1,1,1,1,1,1,integration,1
148,API to fetch details for item 26.,0,1,0,0,0,1,api_endpoint,0
148_aug_441,Ensure that API to fetch details for item 26. (Variation 1),0,1,0,0,0,1,api_endpoint,1
148_aug_442,It is required to API to fetch details for item 26. (Variation 2),0,1,0,0,0,1,api_endpoint,1
148_aug_443,The system shall API to fetch details for item 26. (Variation 3),0,1,0,0,0,1,api_endpoint,1
149,API to fetch details for item 18.,0,1,0,0,0,1,api_endpoint,0
149_aug_444,Ensure that API to fetch details for item 18. (Variation 1),0,1,0,0,0,1,api_endpoint,1
149_aug_445,It is required to API to fetch details for item 18. (Variation 2),0,1,0,0,0,1,api_endpoint,1
149_aug_446,The system shall API to fetch details for item 18. (Variation 3),0,1,0,0,0,1,api_endpoint,1
150,Critical system 0 handling sensitive PII and payments.,1,1,1,1,1,1,integration,0
150_aug_447,Ensure that Critical system 0 handling sensitive PII and payments. (Variation 1),1,1,1,1,1,1,integration,1
150_aug_448,It is required to Critical system 0 handling sensitive PII and payments. (Variation 2),1,1,1,1,1,1,integration,1
150_aug_449,The system shall Critical system 0 handling sensitive PII and payments. (Variation 3),1,1,1,1,1,1,integration,1
151,Update the color scheme for component 14.,0,0,0,0,0,0,user_interface,0
151_aug_450,Ensure that Update the color scheme for component 14. (Variation 1),0,0,0,0,0,0,user_interface,1
151_aug_451,It is required to Update the color scheme for component 14. (Variation 2),0,0,0,0,0,0,user_interface,1
151_aug_452,The system shall Update the color scheme for component 14. (Variation 3),0,0,0,0,0,0,user_interface,1
152,API to fetch details for item 7.,0,1,0,0,0,1,api_endpoint,0
152_aug_453,Ensure that API to fetch details for item 7. (Variation 1),0,1,0,0,0,1,api_endpoint,1
152_aug_454,It is required to API to fetch details for item 7. (Variation 2),0,1,0,0,0,1,api_endpoint,1
152_aug_455,The system shall API to fetch details for item 7. (Variation 3),0,1,0,0,0,1,api_endpoint,1
153,Save credit card token.,0,0,1,0,1,0,payment,0
153_aug_456,Ensure that Save credit card token. (Variation 1),0,0,1,0,1,0,payment,1
153_aug_457,It is required to Save credit card token. (Variation 2),0,0,1,0,1,0,payment,1
153_aug_458,The system shall Save credit card token. (Variation 3),0,0,1,0,1,0,payment,1
154,Save API keys in potential plain text.,0,0,1,0,1,0,data_storage,0
154_aug_459,Ensure that Save API keys in potential plain text. (Variation 1),0,0,1,0,1,0,data_storage,1
154_aug_460,It is required to Save API keys in potential plain text. (Variation 2),0,0,1,0,1,0,data_storage,1
154_aug_461,The system shall Save API keys in potential plain text. (Variation 3),0,0,1,0,1,0,data_storage,1
155,Full payment processing module handling credit cards and bank transfers.,1,1,1,1,1,1,payment,0
155_aug_462,Ensure that Full payment processing module handling credit cards and bank transfers. (Variation 1),1,1,1,1,1,1,payment,1
155_aug_463,It is required to Full payment processing module handling credit cards and bank transfers. (Variation 2),1,1,1,1,1,1,payment,1
155_aug_464,The system shall Full payment processing module handling credit cards and bank transfers. (Variation 3),1,1,1,1,1,1,payment,1
156,Admin tool to modify transaction 22.,1,1,0,1,1,0,admin_function,0
156_aug_465,Ensure that Admin tool to modify transaction 22. (Variation 1),1,1,0,1,1,0,admin_function,1
156_aug_466,It is required to Admin tool to modify transaction 22. (Variation 2),1,1,0,1,1,0,admin_function,1
156_aug_467,The system shall Admin tool to modify transaction 22. (Variation 3),1,1,0,1,1,0,admin_function,1
157,Display list of past orders.,1,1,0,0,0,0,reporting,0
157_aug_468,Ensure that Display list of past orders. (Variation 1),1,1,0,0,0,0,reporting,1
157_aug_469,It is required to Display list of past orders. (Variation 2),1,1,0,0,0,0,reporting,1
157_aug_470,The system shall Display list of past orders. (Variation 3),1,1,0,0,0,0,reporting,1
158,Update the color scheme for component 6.,0,0,0,0,0,0,user_interface,0
158_aug_471,Ensure that Update the color scheme for component 6. (Variation 1),0,0,0,0,0,0,user_interface,1
158_aug_472,It is required to Update the color scheme for component 6. (Variation 2),0,0,0,0,0,0,user_interface,1
158_aug_473,The system shall Update the color scheme for component 6. (Variation 3),0,0,0,0,0,0,user_interface,1
159,Critical system 27 handling sensitive PII and payments.,1,1,1,1,1,1,integration,0
159_aug_474,Ensure that Critical system 27 handling sensitive PII and payments. (Variation 1),1,1,1,1,1,1,integration,1
159_aug_475,It is required to Critical system 27 handling sensitive PII and payments. (Variation 2),1,1,1,1,1,1,integration,1
159_aug_476,The system shall Critical system 27 handling sensitive PII and payments. (Variation 3),1,1,1,1,1,1,integration,1
160,Critical system 36 handling sensitive PII and payments.,1,1,1,1,1,1,integration,0
160_aug_477,Ensure that Critical system 36 handling sensitive PII and payments. (Variation 1),1,1,1,1,1,1,integration,1
160_aug_478,It is required to Critical system 36 handling sensitive PII and payments. (Variation 2),1,1,1,1,1,1,integration,1
160_aug_479,The system shall Critical system 36 handling sensitive PII and payments. (Variation 3),1,1,1,1,1,1,integration,1
161,Critical system 22 handling sensitive PII and payments.,1,1,1,1,1,1,integration,0
161_aug_480,Ensure that Critical system 22 handling sensitive PII and payments. (Variation 1),1,1,1,1,1,1,integration,1
161_aug_481,It is required to Critical system 22 handling sensitive PII and payments. (Variation 2),1,1,1,1,1,1,integration,1
161_aug_482,The system shall Critical system 22 handling sensitive PII and payments. (Variation 3),1,1,1,1,1,1,integration,1
162,Critical system 5 handling sensitive PII and payments.,1,1,1,1,1,1,integration,0
162_aug_483,Ensure that Critical system 5 handling sensitive PII and payments. (Variation 1),1,1,1,1,1,1,integration,1
162_aug_484,It is required to Critical system 5 handling sensitive PII and payments. (Variation 2),1,1,1,1,1,1,integration,1
162_aug_485,The system shall Critical system 5 handling sensitive PII and payments. (Variation 3),1,1,1,1,1,1,integration,1
163,Log 'Hello World' to the console on startup.,0,0,0,0,0,0,trivial,0
163_aug_486,Ensure that Log 'Hello World' to the console on startup. (Variation 1),0,0,0,0,0,0,trivial,1
163_aug_487,It is required to Log 'Hello World' to the console on startup. (Variation 2),0,0,0,0,0,0,trivial,1
163_aug_488,The system shall Log 'Hello World' to the console on startup. (Variation 3),0,0,0,0,0,0,trivial,1
164,API to execute server-side scripts.,1,1,0,1,1,0,admin_function,0
164_aug_489,Ensure that API to execute server-side scripts. (Variation 1),1,1,0,1,1,0,admin_function,1
164_aug_490,It is required to API to execute server-side scripts. (Variation 2),1,1,0,1,1,0,admin_function,1
164_aug_491,The system shall API to execute server-side scripts. (Variation 3),1,1,0,1,1,0,admin_function,1
165,Update the color scheme for component 27.,0,0,0,0,0,0,user_interface,0
165_aug_492,Ensure that Update the color scheme for component 27. (Variation 1),0,0,0,0,0,0,user_interface,1
165_aug_493,It is required to Update the color scheme for component 27. (Variation 2),0,0,0,0,0,0,user_interface,1
165_aug_494,The system shall Update the color scheme for component 27. (Variation 3),0,0,0,0,0,0,user_interface,1
166,Admin tool to modify transaction 5.,1,1,0,1,1,0,admin_function,0
166_aug_495,Ensure that Admin tool to modify transaction 5. (Variation 1),1,1,0,1,1,0,admin_function,1
166_aug_496,It is required to Admin tool to modify transaction 5. (Variation 2),1,1,0,1,1,0,admin_function,1
166_aug_497,The system shall Admin tool to modify transaction 5. (Variation 3),1,1,0,1,1,0,admin_function,1
167,Show a tooltip when hovering over the help icon.,0,0,0,0,0,0,user_interface,0
167_aug_498,Ensure that Show a tooltip when hovering over the help icon. (Variation 1),0,0,0,0,0,0,user_interface,1
167_aug_499,It is required to Show a tooltip when hovering over the help icon. (Variation 2),0,0,0,0,0,0,user_interface,1
167_aug_500,The system shall Show a tooltip when hovering over the help icon. (Variation 3),0,0,0,0,0,0,user_interface,1
168,Endpoint to serialize and deserialize arbitrary Python objects from user input.,1,1,1,1,1,1,integration,0
168_aug_501,Ensure that Endpoint to serialize and deserialize arbitrary Python objects from user input. (Variation 1),1,1,1,1,1,1,integration,1
168_aug_502,It is required to Endpoint to serialize and deserialize arbitrary Python objects from user input. (Variation 2),1,1,1,1,1,1,integration,1
168_aug_503,The system shall Endpoint to serialize and deserialize arbitrary Python objects from user input. (Variation 3),1,1,1,1,1,1,integration,1
169,Update the color scheme for component 29.,0,0,0,0,0,0,user_interface,0
169_aug_504,Ensure that Update the color scheme for component 29. (Variation 1),0,0,0,0,0,0,user_interface,1
169_aug_505,It is required to Update the color scheme for component 29. (Variation 2),0,0,0,0,0,0,user_interface,1
169_aug_506,The system shall Update the color scheme for component 29. (Variation 3),0,0,0,0,0,0,user_interface,1
170,Update the color scheme for component 16.,0,0,0,0,0,0,user_interface,0
170_aug_507,Ensure that Update the color scheme for component 16. (Variation 1),0,0,0,0,0,0,user_interface,1
170_aug_508,It is required to Update the color scheme for component 16. (Variation 2),0,0,0,0,0,0,user_interface,1
170_aug_509,The system shall Update the color scheme for component 16. (Variation 3),0,0,0,0,0,0,user_interface,1
171,Update the color scheme for component 12.,0,0,0,0,0,0,user_interface,0
171_aug_510,Ensure that Update the color scheme for component 12. (Variation 1),0,0,0,0,0,0,user_interface,1
171_aug_511,It is required to Update the color scheme for component 12. (Variation 2),0,0,0,0,0,0,user_interface,1
171_aug_512,The system shall Update the color scheme for component 12. (Variation 3),0,0,0,0,0,0,user_interface,1
172,Update the footer copyright year dynamically.,0,0,0,0,0,0,user_interface,0
172_aug_513,Ensure that Update the footer copyright year dynamically. (Variation 1),0,0,0,0,0,0,user_interface,1
172_aug_514,It is required to Update the footer copyright year dynamically. (Variation 2),0,0,0,0,0,0,user_interface,1
172_aug_515,The system shall Update the footer copyright year dynamically. (Variation 3),0,0,0,0,0,0,user_interface,1
173,Update the color scheme for component 8.,0,0,0,0,0,0,user_interface,0
173_aug_516,Ensure that Update the color scheme for component 8. (Variation 1),0,0,0,0,0,0,user_interface,1
173_aug_517,It is required to Update the color scheme for component 8. (Variation 2),0,0,0,0,0,0,user_interface,1
173_aug_518,The system shall Update the color scheme for component 8. (Variation 3),0,0,0,0,0,0,user_interface,1
174,Parse the JSON response from the weather API.,0,0,0,0,0,0,integration,0
174_aug_519,Ensure that Parse the JSON response from the weather API. (Variation 1),0,0,0,0,0,0,integration,1
174_aug_520,It is required to Parse the JSON response from the weather API. (Variation 2),0,0,0,0,0,0,integration,1
174_aug_521,The system shall Parse the JSON response from the weather API. (Variation 3),0,0,0,0,0,0,integration,1
175,API to fetch details for item 14.,0,1,0,0,0,1,api_endpoint,0
175_aug_522,Ensure that API to fetch details for item 14. (Variation 1),0,1,0,0,0,1,api_endpoint,1
175_aug_523,It is required to API to fetch details for item 14. (Variation 2),0,1,0,0,0,1,api_endpoint,1
175_aug_524,The system shall API to fetch details for item 14. (Variation 3),0,1,0,0,0,1,api_endpoint,1
176,Feature to impersonate users for debugging.,1,1,0,0,1,0,admin_function,0
176_aug_525,Ensure that Feature to impersonate users for debugging. (Variation 1),1,1,0,0,1,0,admin_function,1
176_aug_526,It is required to Feature to impersonate users for debugging. (Variation 2),1,1,0,0,1,0,admin_function,1
176_aug_527,The system shall Feature to impersonate users for debugging. (Variation 3),1,1,0,0,1,0,admin_function,1
177,Display a loading spinner while fetching data.,0,0,0,0,0,0,user_interface,0
177_aug_528,Ensure that Display a loading spinner while fetching data. (Variation 1),0,0,0,0,0,0,user_interface,1
177_aug_529,It is required to Display a loading spinner while fetching data. (Variation 2),0,0,0,0,0,0,user_interface,1
177_aug_530,The system shall Display a loading spinner while fetching data. (Variation 3),0,0,0,0,0,0,user_interface,1
178,Admin tool to modify transaction 20.,1,1,0,1,1,0,admin_function,0
178_aug_531,Ensure that Admin tool to modify transaction 20. (Variation 1),1,1,0,1,1,0,admin_function,1
178_aug_532,It is required to Admin tool to modify transaction 20. (Variation 2),1,1,0,1,1,0,admin_function,1
178_aug_533,The system shall Admin tool to modify transaction 20. (Variation 3),1,1,0,1,1,0,admin_function,1
179,Save API keys for third party integrations.,1,1,1,0,1,0,data_storage,0
179_aug_534,Ensure that Save API keys for third party integrations. (Variation 1),1,1,1,0,1,0,data_storage,1
179_aug_535,It is required to Save API keys for third party integrations. (Variation 2),1,1,1,0,1,0,data_storage,1
179_aug_536,The system shall Save API keys for third party integrations. (Variation 3),1,1,1,0,1,0,data_storage,1
180,Create a login form taking email and password.,0,1,0,1,0,0,authentication,0
180_aug_537,Ensure that Create a login form taking email and password. (Variation 1),0,1,0,1,0,0,authentication,1
180_aug_538,It is required to Create a login form taking email and password. (Variation 2),0,1,0,1,0,0,authentication,1
180_aug_539,The system shall Create a login form taking email and password. (Variation 3),0,1,0,1,0,0,authentication,1
181,Admin interface to query the database directly.,1,1,1,1,0,0,admin_function,0
181_aug_540,Ensure that Admin interface to query the database directly. (Variation 1),1,1,1,1,0,0,admin_function,1
181_aug_541,It is required to Admin interface to query the database directly. (Variation 2),1,1,1,1,0,0,admin_function,1
181_aug_542,The system shall Admin interface to query the database directly. (Variation 3),1,1,1,1,0,0,admin_function,1
182,Admin tool to modify transaction 19.,1,1,0,1,1,0,admin_function,0
182_aug_543,Ensure that Admin tool to modify transaction 19. (Variation 1),1,1,0,1,1,0,admin_function,1
182_aug_544,It is required to Admin tool to modify transaction 19. (Variation 2),1,1,0,1,1,0,admin_function,1
182_aug_545,The system shall Admin tool to modify transaction 19. (Variation 3),1,1,0,1,1,0,admin_function,1
183,Create a helper function to capitalize strings.,0,0,0,0,0,0,trivial,0
183_aug_546,Ensure that Create a helper function to capitalize strings. (Variation 1),0,0,0,0,0,0,trivial,1
183_aug_547,It is required to Create a helper function to capitalize strings. (Variation 2),0,0,0,0,0,0,trivial,1
183_aug_548,The system shall Create a helper function to capitalize strings. (Variation 3),0,0,0,0,0,0,trivial,1
184,API to fetch details for item 12.,0,1,0,0,0,1,api_endpoint,0
184_aug_549,Ensure that API to fetch details for item 12. (Variation 1),0,1,0,0,0,1,api_endpoint,1
184_aug_550,It is required to API to fetch details for item 12. (Variation 2),0,1,0,0,0,1,api_endpoint,1
184_aug_551,The system shall API to fetch details for item 12. (Variation 3),0,1,0,0,0,1,api_endpoint,1
185,Corporate banking portal for wire transfers.,1,1,1,1,1,1,payment,0
185_aug_552,Ensure that Corporate banking portal for wire transfers. (Variation 1),1,1,1,1,1,1,payment,1
185_aug_553,It is required to Corporate banking portal for wire transfers. (Variation 2),1,1,1,1,1,1,payment,1
185_aug_554,The system shall Corporate banking portal for wire transfers. (Variation 3),1,1,1,1,1,1,payment,1
186,Admin tool to modify transaction 24.,1,1,0,1,1,0,admin_function,0
186_aug_555,Ensure that Admin tool to modify transaction 24. (Variation 1),1,1,0,1,1,0,admin_function,1
186_aug_556,It is required to Admin tool to modify transaction 24. (Variation 2),1,1,0,1,1,0,admin_function,1
186_aug_557,The system shall Admin tool to modify transaction 24. (Variation 3),1,1,0,1,1,0,admin_function,1
187,Critical system 26 handling sensitive PII and payments.,1,1,1,1,1,1,integration,0
187_aug_558,Ensure that Critical system 26 handling sensitive PII and payments. (Variation 1),1,1,1,1,1,1,integration,1
187_aug_559,It is required to Critical system 26 handling sensitive PII and payments. (Variation 2),1,1,1,1,1,1,integration,1
187_aug_560,The system shall Critical system 26 handling sensitive PII and payments. (Variation 3),1,1,1,1,1,1,integration,1
188,Admin tool to modify transaction 26.,1,1,0,1,1,0,admin_function,0
188_aug_561,Ensure that Admin tool to modify transaction 26. (Variation 1),1,1,0,1,1,0,admin_function,1
188_aug_562,It is required to Admin tool to modify transaction 26. (Variation 2),1,1,0,1,1,0,admin_function,1
188_aug_563,The system shall Admin tool to modify transaction 26. (Variation 3),1,1,0,1,1,0,admin_function,1
189,Critical system 37 handling sensitive PII and payments.,1,1,1,1,1,1,integration,0
189_aug_564,Ensure that Critical system 37 handling sensitive PII and payments. (Variation 1),1,1,1,1,1,1,integration,1
189_aug_565,It is required to Critical system 37 handling sensitive PII and payments. (Variation 2),1,1,1,1,1,1,integration,1
189_aug_566,The system shall Critical system 37 handling sensitive PII and payments. (Variation 3),1,1,1,1,1,1,integration,1
190,API to fetch details for item 13.,0,1,0,0,0,1,api_endpoint,0
190_aug_567,Ensure that API to fetch details for item 13. (Variation 1),0,1,0,0,0,1,api_endpoint,1
190_aug_568,It is required to API to fetch details for item 13. (Variation 2),0,1,0,0,0,1,api_endpoint,1
190_aug_569,The system shall API to fetch details for item 13. (Variation 3),0,1,0,0,0,1,api_endpoint,1
191,Animation for the dropdown menu opening.,0,0,0,0,0,0,user_interface,0
191_aug_570,Ensure that Animation for the dropdown menu opening. (Variation 1),0,0,0,0,0,0,user_interface,1
191_aug_571,It is required to Animation for the dropdown menu opening. (Variation 2),0,0,0,0,0,0,user_interface,1
191_aug_572,The system shall Animation for the dropdown menu opening. (Variation 3),0,0,0,0,0,0,user_interface,1
192,Critical system 23 handling sensitive PII and payments.,1,1,1,1,1,1,integration,0
192_aug_573,Ensure that Critical system 23 handling sensitive PII and payments. (Variation 1),1,1,1,1,1,1,integration,1
192_aug_574,It is required to Critical system 23 handling sensitive PII and payments. (Variation 2),1,1,1,1,1,1,integration,1
192_aug_575,The system shall Critical system 23 handling sensitive PII and payments. (Variation 3),1,1,1,1,1,1,integration,1
193,Export data to PDF.,0,1,0,0,0,0,reporting,0
193_aug_576,Ensure that Export data to PDF. (Variation 1),0,1,0,0,0,0,reporting,1
193_aug_577,It is required to Export data to PDF. (Variation 2),0,1,0,0,0,0,reporting,1
193_aug_578,The system shall Export data to PDF. (Variation 3),0,1,0,0,0,0,reporting,1
194,API to fetch details for item 34.,0,1,0,0,0,1,api_endpoint,0
194_aug_579,Ensure that API to fetch details for item 34. (Variation 1),0,1,0,0,0,1,api_endpoint,1
194_aug_580,It is required to API to fetch details for item 34. (Variation 2),0,1,0,0,0,1,api_endpoint,1
194_aug_581,The system shall API to fetch details for item 34. (Variation 3),0,1,0,0,0,1,api_endpoint,1
195,Update the color scheme for component 0.,0,0,0,0,0,0,user_interface,0
195_aug_582,Ensure that Update the color scheme for component 0. (Variation 1),0,0,0,0,0,0,user_interface,1
195_aug_583,It is required to Update the color scheme for component 0. (Variation 2),0,0,0,0,0,0,user_interface,1
195_aug_584,The system shall Update the color scheme for component 0. (Variation 3),0,0,0,0,0,0,user_interface,1
196,Critical system 15 handling sensitive PII and payments.,1,1,1,1,1,1,integration,0
196_aug_585,Ensure that Critical system 15 handling sensitive PII and payments. (Variation 1),1,1,1,1,1,1,integration,1
196_aug_586,It is required to Critical system 15 handling sensitive PII and payments. (Variation 2),1,1,1,1,1,1,integration,1
196_aug_587,The system shall Critical system 15 handling sensitive PII and payments. (Variation 3),1,1,1,1,1,1,integration,1
197,Admin tool to modify transaction 12.,1,1,0,1,1,0,admin_function,0
197_aug_588,Ensure that Admin tool to modify transaction 12. (Variation 1),1,1,0,1,1,0,admin_function,1
197_aug_589,It is required to Admin tool to modify transaction 12. (Variation 2),1,1,0,1,1,0,admin_function,1
197_aug_590,The system shall Admin tool to modify transaction 12. (Variation 3),1,1,0,1,1,0,admin_function,1
198,API to fetch details for item 6.,0,1,0,0,0,1,api_endpoint,0
198_aug_591,Ensure that API to fetch details for item 6. (Variation 1),0,1,0,0,0,1,api_endpoint,1
198_aug_592,It is required to API to fetch details for item 6. (Variation 2),0,1,0,0,0,1,api_endpoint,1
198_aug_593,The system shall API to fetch details for item 6. (Variation 3),0,1,0,0,0,1,api_endpoint,1
199,Allow partners to upload billing XML files.,1,1,0,1,1,0,file_upload,0
199_aug_594,Ensure that Allow partners to upload billing XML files. (Variation 1),1,1,0,1,1,0,file_upload,1
199_aug_595,It is required to Allow partners to upload billing XML files. (Variation 2),1,1,0,1,1,0,file_upload,1
199_aug_596,The system shall Allow partners to upload billing XML files. (Variation 3),1,1,0,1,1,0,file_upload,1
200,Military grade secure file exchange platform.,1,1,1,1,1,1,file_upload,0
200_aug_597,Ensure that Military grade secure file exchange platform. (Variation 1),1,1,1,1,1,1,file_upload,1
200_aug_598,It is required to Military grade secure file exchange platform. (Variation 2),1,1,1,1,1,1,file_upload,1
200_aug_599,The system shall Military grade secure file exchange platform. (Variation 3),1,1,1,1,1,1,file_upload,1
201,API to fetch details for item 17.,0,1,0,0,0,1,api_endpoint,0
201_aug_600,Ensure that API to fetch details for item 17. (Variation 1),0,1,0,0,0,1,api_endpoint,1
201_aug_601,It is required to API to fetch details for item 17. (Variation 2),0,1,0,0,0,1,api_endpoint,1
201_aug_602,The system shall API to fetch details for item 17. (Variation 3),0,1,0,0,0,1,api_endpoint,1
202,Update the color scheme for component 25.,0,0,0,0,0,0,user_interface,0
202_aug_603,Ensure that Update the color scheme for component 25. (Variation 1),0,0,0,0,0,0,user_interface,1
202_aug_604,It is required to Update the color scheme for component 25. (Variation 2),0,0,0,0,0,0,user_interface,1
202_aug_605,The system shall Update the color scheme for component 25. (Variation 3),0,0,0,0,0,0,user_interface,1
203,Update the color scheme for component 24.,0,0,0,0,0,0,user_interface,0
203_aug_606,Ensure that Update the color scheme for component 24. (Variation 1),0,0,0,0,0,0,user_interface,1
203_aug_607,It is required to Update the color scheme for component 24. (Variation 2),0,0,0,0,0,0,user_interface,1
203_aug_608,The system shall Update the color scheme for component 24. (Variation 3),0,0,0,0,0,0,user_interface,1
204,Critical system 29 handling sensitive PII and payments.,1,1,1,1,1,1,integration,0
204_aug_609,Ensure that Critical system 29 handling sensitive PII and payments. (Variation 1),1,1,1,1,1,1,integration,1
204_aug_610,It is required to Critical system 29 handling sensitive PII and payments. (Variation 2),1,1,1,1,1,1,integration,1
204_aug_611,The system shall Critical system 29 handling sensitive PII and payments. (Variation 3),1,1,1,1,1,1,integration,1
205,API to fetch details for item 27.,0,1,0,0,0,1,api_endpoint,0
205_aug_612,Ensure that API to fetch details for item 27. (Variation 1),0,1,0,0,0,1,api_endpoint,1
205_aug_613,It is required to API to fetch details for item 27. (Variation 2),0,1,0,0,0,1,api_endpoint,1
205_aug_614,The system shall API to fetch details for item 27. (Variation 3),0,1,0,0,0,1,api_endpoint,1
206,Admin tool to modify transaction 13.,1,1,0,1,1,0,admin_function,0
206_aug_615,Ensure that Admin tool to modify transaction 13. (Variation 1),1,1,0,1,1,0,admin_function,1
206_aug_616,It is required to Admin tool to modify transaction 13. (Variation 2),1,1,0,1,1,0,admin_function,1
206_aug_617,The system shall Admin tool to modify transaction 13. (Variation 3),1,1,0,1,1,0,admin_function,1
207,Tele-medicine video chat and recording storage.,1,1,1,1,1,1,data_storage,0
207_aug_618,Ensure that Tele-medicine video chat and recording storage. (Variation 1),1,1,1,1,1,1,data_storage,1
207_aug_619,It is required to Tele-medicine video chat and recording storage. (Variation 2),1,1,1,1,1,1,data_storage,1
207_aug_620,The system shall Tele-medicine video chat and recording storage. (Variation 3),1,1,1,1,1,1,data_storage,1
208,API to fetch details for item 24.,0,1,0,0,0,1,api_endpoint,0
208_aug_621,Ensure that API to fetch details for item 24. (Variation 1),0,1,0,0,0,1,api_endpoint,1
208_aug_622,It is required to API to fetch details for item 24. (Variation 2),0,1,0,0,0,1,api_endpoint,1
208_aug_623,The system shall API to fetch details for item 24. (Variation 3),0,1,0,0,0,1,api_endpoint,1
209,Admin tool to modify transaction 28.,1,1,0,1,1,0,admin_function,0
209_aug_624,Ensure that Admin tool to modify transaction 28. (Variation 1),1,1,0,1,1,0,admin_function,1
209_aug_625,It is required to Admin tool to modify transaction 28. (Variation 2),1,1,0,1,1,0,admin_function,1
209_aug_626,The system shall Admin tool to modify transaction 28. (Variation 3),1,1,0,1,1,0,admin_function,1
210,Public form to submit support tickets with attachments.,0,0,0,1,0,1,file_upload,0
210_aug_627,Ensure that Public form to submit support tickets with attachments. (Variation 1),0,0,0,1,0,1,file_upload,1
210_aug_628,It is required to Public form to submit support tickets with attachments. (Variation 2),0,0,0,1,0,1,file_upload,1
210_aug_629,The system shall Public form to submit support tickets with attachments. (Variation 3),0,0,0,1,0,1,file_upload,1
211,Critical system 8 handling sensitive PII and payments.,1,1,1,1,1,1,integration,0
211_aug_630,Ensure that Critical system 8 handling sensitive PII and payments. (Variation 1),1,1,1,1,1,1,integration,1
211_aug_631,It is required to Critical system 8 handling sensitive PII and payments. (Variation 2),1,1,1,1,1,1,integration,1
211_aug_632,The system shall Critical system 8 handling sensitive PII and payments. (Variation 3),1,1,1,1,1,1,integration,1
212,Stock trading algorithm configuration interface.,1,1,1,1,1,1,user_interface,0
212_aug_633,Ensure that Stock trading algorithm configuration interface. (Variation 1),1,1,1,1,1,1,user_interface,1
212_aug_634,It is required to Stock trading algorithm configuration interface. (Variation 2),1,1,1,1,1,1,user_interface,1
212_aug_635,The system shall Stock trading algorithm configuration interface. (Variation 3),1,1,1,1,1,1,user_interface,1
213,API endpoint to search for products by name.,0,0,0,1,0,1,api_endpoint,0
213_aug_636,Ensure that API endpoint to search for products by name. (Variation 1),0,0,0,1,0,1,api_endpoint,1
213_aug_637,It is required to API endpoint to search for products by name. (Variation 2),0,0,0,1,0,1,api_endpoint,1
213_aug_638,The system shall API endpoint to search for products by name. (Variation 3),0,0,0,1,0,1,api_endpoint,1
214,Critical system 32 handling sensitive PII and payments.,1,1,1,1,1,1,integration,0
214_aug_639,Ensure that Critical system 32 handling sensitive PII and payments. (Variation 1),1,1,1,1,1,1,integration,1
214_aug_640,It is required to Critical system 32 handling sensitive PII and payments. (Variation 2),1,1,1,1,1,1,integration,1
214_aug_641,The system shall Critical system 32 handling sensitive PII and payments. (Variation 3),1,1,1,1,1,1,integration,1
215,Critical system 39 handling sensitive PII and payments.,1,1,1,1,1,1,integration,0
215_aug_642,Ensure that Critical system 39 handling sensitive PII and payments. (Variation 1),1,1,1,1,1,1,integration,1
215_aug_643,It is required to Critical system 39 handling sensitive PII and payments. (Variation 2),1,1,1,1,1,1,integration,1
215_aug_644,The system shall Critical system 39 handling sensitive PII and payments. (Variation 3),1,1,1,1,1,1,integration,1
216,Admin tool to modify transaction 38.,1,1,0,1,1,0,admin_function,0
216_aug_645,Ensure that Admin tool to modify transaction 38. (Variation 1),1,1,0,1,1,0,admin_function,1
216_aug_646,It is required to Admin tool to modify transaction 38. (Variation 2),1,1,0,1,1,0,admin_function,1
216_aug_647,The system shall Admin tool to modify transaction 38. (Variation 3),1,1,0,1,1,0,admin_function,1
217,Send SMS notifications with OTP.,0,0,0,0,1,1,notification,0
217_aug_648,Ensure that Send SMS notifications with OTP. (Variation 1),0,0,0,0,1,1,notification,1
217_aug_649,It is required to Send SMS notifications with OTP. (Variation 2),0,0,0,0,1,1,notification,1
217_aug_650,The system shall Send SMS notifications with OTP. (Variation 3),0,0,0,0,1,1,notification,1
218,API to fetch details for item 11.,0,1,0,0,0,1,api_endpoint,0
218_aug_651,Ensure that API to fetch details for item 11. (Variation 1),0,1,0,0,0,1,api_endpoint,1
218_aug_652,It is required to API to fetch details for item 11. (Variation 2),0,1,0,0,0,1,api_endpoint,1
218_aug_653,The system shall API to fetch details for item 11. (Variation 3),0,1,0,0,0,1,api_endpoint,1
219,API to fetch details for item 10.,0,1,0,0,0,1,api_endpoint,0
219_aug_654,Ensure that API to fetch details for item 10. (Variation 1),0,1,0,0,0,1,api_endpoint,1
219_aug_655,It is required to API to fetch details for item 10. (Variation 2),0,1,0,0,0,1,api_endpoint,1
219_aug_656,The system shall API to fetch details for item 10. (Variation 3),0,1,0,0,0,1,api_endpoint,1
220,Admin tool to modify transaction 8.,1,1,0,1,1,0,admin_function,0
220_aug_657,Ensure that Admin tool to modify transaction 8. (Variation 1),1,1,0,1,1,0,admin_function,1
220_aug_658,It is required to Admin tool to modify transaction 8. (Variation 2),1,1,0,1,1,0,admin_function,1
220_aug_659,The system shall Admin tool to modify transaction 8. (Variation 3),1,1,0,1,1,0,admin_function,1
